"";"Numsiret";"Nometablissement";"nb_stages";"nb_heures";"url";"keywords"
"2613";80089483400020;"NGNIMEYI FEUZING FILBERT";2;17,7142857142857;"";""
"2614";80133879900019;"FRV100FORMATION";2;43,1428571428572;"";""
"2615";80146962800029;"SAS LES PILIERS DU SUD";2;29,5714285714286;"";""
"2616";80153646700013;"TICKET FOR CHANGE";2;15;"";""
"2617";80199775000014;"2L2M";2;4,57142857142858;"";""
"2618";80208439200017;"TAF INTERIM";2;33,4285714285714;"";""
"2619";80210238400046;"CESAME SUP";2;18,4285714285714;"";""
"2620";80231364300016;"FEMINATELIERS";2;53,5714285714286;"";""
"2621";80237569100010;"DOCKS 66";2;43,5714285714286;"";""
"2622";80239379300012;"EMERSYA";2;62,1428571428572;"";""
"2623";80279887600016;"REHACOOR 42";2;20;"";""
"2624";80406730400019;"CEF ASIE-EUROPE";2;23,8571428571429;"";""
"2625";80456081100015;"TCS";2;6,85714285714285;"";""
"2626";80457146100016;"AIDE AUX FAMILLES ET AUX PERSONNES 01";2;3,71428571428571;"";""
"2627";80478613500017;"POLE PEDIATRIQUE VILLENEUVE LES AVIGNON";2;29,4285714285714;"";""
"2628";80479035000024;"NICE MATIN";2;4,14285714285714;"";""
"2629";80539982100018;"BUREAUX&CO";2;13,1428571428571;"";""
"2630";80756720100015;"VALLEE DE COEUR";2;1,42857142857143;"";""
"2631";80778885600019;"ACANTHE";2;17,1428571428572;"";""
"2632";80778885600027;"ACANTHE";2;11,1428571428571;"";""
"2633";80803494600018;"WEBIGROUPE WORLD";2;10,8571428571429;"";""
"2634";80804674200017;"VIME DISPLAY";2;14,2857142857143;"";""
"2635";80828869000015;"ZHANG MI";2;8,57142857142858;"";""
"2636";80833731500010;"MEDISCOL34";2;36,8571428571429;"";""
"2637";80834485700012;"ECOLE ELEMENTAIRE CLAUDE DANIEL DE LAURES";2;10,4285714285714;"";""
"2638";80869020000023;"HOPITAL PRIVE LES FRANCISCAINES";2;30,7142857142857;"";""
"2639";80900045800038;"AGENCE MUSEO";2;7,71428571428572;"";""
"2640";80915277000024;"RECHERCHES & HORIZONS";2;25,1428571428572;"";""
"2641";80921377000013;"ENTREPRISE LSDC GROUP";2;11,4285714285714;"";""
"2642";80931693800012;"LA BOITE A SANDRINE";2;13,5714285714286;"";""
"2643";80948125200025;"ADEMASS";2;14,1428571428571;"";""
"2644";80949949400015;"GALERIE CLEMENCE BOISANTE- BCULT";2;7,71428571428571;"";""
"2645";80965156500016;"LES ANGES DE LA RUE";2;43,7142857142857;"";""
"2646";80971558400011;"SARL BATI ETANCHE";2;26;"";""
"2647";80980214300028;"RECITS D'AILLEURS";2;23,8571428571428;"";""
"2648";80983091200022;"MON COACH BRICO";2;10,7142857142857;"";""
"2649";80989767100016;"PROVENCE STUDIOS";2;6;"";""
"2650";81000866400023;"LA LUNE";2;15,5714285714286;"";""
"2651";81011001500015;"AGENCE COUTURE";2;15;"";""
"2652";81013147400019;"ASSOCIATION ART AND SEA";2;1,14285714285714;"";""
"2653";81059342600010;"TOOLIMEDIA";2;51,5714285714286;"";""
"2654";81104133400020;"QUINZE-CINQ";2;20,1428571428572;"";""
"2655";81107980500016;"NOTYOURFAN";2;22,1428571428572;"";""
"2656";81122860000011;"EUROJEUNESSE";2;12,7142857142857;"";""
"2657";81152476800025;"SASU";2;25,4285714285714;"";""
"2658";81257753400017;"EWS TECHS";2;32,4285714285714;"";""
"2659";81270860000018;"RESONANCES";2;17,5714285714286;"";""
"2660";81280085200012;"CAR POSTAL BASSIN DE THAU";2;44,7142857142857;"";""
"2661";81311431100018;"E-SPORT PROD";2;7,71428571428572;"";""
"2662";81334917200011;"ALLEZGO PRODUCTIONS";2;18;"";""
"2663";81346360100027;"POLIGMA";2;46,5714285714286;"";""
"2664";81349269100015;"GROUPEMENT D'EMPLOYEURS C.C. SVF";2;8,85714285714286;"";""
"2665";81376019600010;"ASSOCIATION ""LES ORTEILS DE VIOLETTE""";2;12,8571428571429;"";""
"2666";81382245900018;"BAR A PHOTO - STUDIO PHOTOFACTORY";2;12;"";""
"2667";81432114700013;"ASSOCIATION LOI 1901 TOL'EVENTS";2;39,1428571428572;"";""
"2668";81454502600019;"PXNETWORK";2;13,1428571428571;"";""
"2669";81459169900016;"ZOE MARIE JEANNE NICOLE PONS";2;62,8571428571429;"";""
"2670";81494759400010;"ID INTERNATIONAL DEVELOPMENT";2;23,7142857142857;"";""
"2671";81504260100014;"MONTPELLIER STUDENT SPORT";2;12,7142857142857;"";""
"2672";81752194100010;"ENTREPRISE";2;25,5714285714286;"";""
"2673";81796793800017;"LEO LAYDEVONT";2;8;"";""
"2674";81832800700013;"GRENADINE RP";2;12,8571428571429;"";""
"2675";81843058900015;"HOUSE AND ECO";2;30,2857142857143;"";""
"2676";81868633900016;"EHPAD LA ROSELIERE";2;17;"";""
"2677";81870752300010;"FCP RESIDENCE L ORANGERIE";2;16,2857142857143;"";""
"2678";81913159000021;"EMOTIONS";2;70,5714285714286;"";""
"2679";81919050500027;"HOUCHAT PUBLISHING";2;21,1428571428571;"";""
"2680";81933278400019;"CHAOBENJI";2;45;"";""
"2681";81941114100016;"L'HIRONDELLE";2;14,5714285714286;"";""
"2682";81963407200014;"BOOK IN GAME";2;14,1428571428571;"";""
"2683";82014352700019;"BATICAD CONSULTING";2;47,4285714285715;"";""
"2684";82050537800019;"ASSOCIATION POUR LE CENTRE DE RESSOURCES ET D'APPUI DU RISQUE REQUIN";2;30,7142857142857;"";""
"2685";82093544300011;"LYTNIM PHOTOGRAPHY";2;15;"";""
"2686";82095450100012;"INSTITUT EMMANUEL D'ALZON";2;6;"";""
"2687";82102956800010;"ASSOCIATION ARCHITECTE";2;45,8571428571429;"";""
"2688";82137367700029;"EASY B4U";2;13,8571428571429;"";""
"2689";82173664200017;"ASSOCIATION COURTS-CIRCUITS";2;28,1428571428572;"";""
"2690";82242854600011;"INSTITUT DE SCIENCES POUR LE DEVELOPPEMENT HUMAIN (ISDH)";2;20,7142857142857;"";""
"2691";82362977900013;"SENSEI";2;27,5714285714286;"";""
"2692";82439420900012;"LA SUPER AGENCE";2;12,1428571428571;"";""
"2693";82516659800011;"RUELLE NICOLAS RENE ANDRE";2;1,14285714285714;"";""
"2694";82796481800013;"CENTRE D'ART CONTEMPORAIN DE NIMES";2;18,1428571428572;"";""
"2695";82865781700015;"IDEAL FILM PROD SAS";2;16,2857142857143;"";""
"2696";83054209800017;"EPIC HERAULT CULTURE";2;20,7142857142857;"";""
"2697";83063320200015;"PORTAVISTA";2;17;"";""
"2698";83205540400012;"LEMOUVEMENT.INFO";2;27,8571428571429;"";""
"2699";83295505790002;"BOOKSHOP";2;52,1428571428572;"";""
"2700";83315834800015;"CAMINE";2;17,1428571428571;"";""
"2701";83374019400026;"LIBRAIRIE TAPUSCRITS";2;9,85714285714286;"";""
"2702";83414626800018;"NOUVEAU MONDE - MONTPELLIER";2;21,1428571428572;"";""
"2703";83496307600015;"BUDD IT";2;53,4285714285714;"";""
"2704";83539597100012;"COM TOGETHER";2;13,1428571428571;"";""
"2705";83778063400015;"PRATS TOUJOURS";2;39,1428571428571;"";""
"2706";83808149500015;"FIERS DE LETTRES";2;8,85714285714286;"";""
"2707";83857871400019;"GRUNCHFITNESS";2;13,1428571428571;"";""
"2708";83877107900012;"KOSMOPOLE";2;14,4285714285714;"";""
"2709";83891810000010;"CORE SCOPE";2;23,1428571428572;"";""
"2710";84060145400019;"BIGGER INSIDE";2;37,2857142857143;"";""
"2711";84232543300014;"LES ARTS FANTASTIQUES (LAF)";2;10;"";""
"2712";84282352800018;"ARTIALYS";2;17,1428571428571;"";""
"2713";84510170800012;"SABLE VAGUE ENVIRONNEMENT";2;18,8571428571429;"";""
"2714";95650646300010;"CLINIQUE MON REPOS";2;34,5714285714286;"";""
"2715";97250050800023;"ELEUSIS";2;5,85714285714286;"";""
"2716";97645027000013;"ORGANISM GESTION ENSEIGNEMENT CATHOLIQ";2;3,42857142857143;"";""
"2717";99882350412709;"ADDECO FRANCE";2;31,8571428571429;"";""
"2718";99882350420058;"ADECCO FRANCE";2;39,1428571428572;"";""
"2719";99882350423441;"ADECCO BTP MONTPELLIER";2;51;"";""
"2720";99882350425222;"ADECCO RODEZ";2;27,1428571428572;"";""
"2721";99882350425255;"ADECCO";2;40;"";""
"2722";99882350425313;"ADECCO";2;30,1428571428572;"";""
"2723";NA;"1GLOBAL TRANSLATORS";2;25,7142857142857;"";""
"2724";NA;"ADMINISTRATION PUBLIQUE";2;11,4285714285714;"";""
"2725";NA;"AGENCE NATIONALE DE LA CONSERVATION FONCIERE";2;19,4285714285714;"";""
"2726";NA;"AGRINIO TRANSLATION CENTER";2;25,7142857142857;"";""
"2727";NA;"AKSCIOM";2;17,4285714285714;"";""
"2728";NA;"ALGERIAN SCHOOL FOR LANGUAGES";2;26,2857142857143;"";""
"2729";NA;"ALLIANCE FRANCAISE AREQUIPA";2;47,8571428571429;"";""
"2730";NA;"ALLIANCE FRANCAISE DE CEBU";2;15,1428571428571;"";""
"2731";NA;"ALLIANCE FRANCAISE DE PANAMA";2;45,8571428571429;"";""
"2732";NA;"AMBASSADE DE FRANCE EN CHINE - INSTITUT FRANCAIS DE CHINE";2;51,8571428571428;"";""
"2733";NA;"AMECAA TOGO";2;13;"";""
"2734";NA;"ARCHIVIO DI STATO DI FIRENZE";2;13,5714285714286;"";""
"2735";NA;"ASSOCIATION DIFFERENZA DONNA";2;27,1428571428572;"";""
"2736";NA;"ASSOCIATION DSD";2;28,2857142857143;"";""
"2737";NA;"AU COIN DU FEU";2;8,57142857142858;"";""
"2738";NA;"BABYLON RADIO";2;38,2857142857143;"";""
"2739";NA;"BELKIN NETHERLANDS";2;30,2857142857143;"";""
"2740";NA;"BERLIN TRANSLATE";2;17,1428571428571;"";""
"2741";NA;"BMCE BANK";2;12,4285714285714;"";""
"2742";NA;"BORDERLINE EUROPE";2;25,2857142857143;"";""
"2743";NA;"BREAKAWAY AGENCY LTD";2;51,7142857142858;"";""
"2744";NA;"BRIGHTON TOY AND MODEL MUSEUM";2;8,71428571428572;"";""
"2745";NA;"BRISTOL TOURIST INFORMATION CENTRE";2;9,71428571428571;"";""
"2746";NA;"BUCKSWOOD SCHOOL";2;11;"";""
"2747";NA;"CERD";2;26,7142857142857;"";""
"2748";NA;"CERTIFIED TRANSLATION SERVICES";2;30;"";""
"2749";NA;"CEVAREPSI - CENTRO VARONIL DE REHABILITACION PSICOSOCIAL";2;43,8571428571429;"";""
"2750";NA;"CHU DE FANN DAKAR-SENEGAL";2;18,5714285714285;"";""
"2751";NA;"CITY BOOKS";2;11;"";""
"2752";NA;"COACH HOUSE LODGE B&B";2;9,85714285714286;"";""
"2753";NA;"COLLEGE BENABDELGHANI AMARA  BASE 05";2;8,57142857142858;"";""
"2754";NA;"COMUNE DI LECCO";2;10,1428571428571;"";""
"2755";NA;"CONFEDERATION INTERNATIONALE LA ROTTA DEI FENICI";2;10,1428571428571;"";""
"2756";NA;"COOPERATIVA LAVORO E NON SOLO";2;8,57142857142858;"";""
"2757";NA;"COUR PENALE INTERNATIONALE";2;51,1428571428572;"";""
"2758";NA;"CULTURES CONNECTION";2;43,1428571428572;"";""
"2759";NA;"DARTMOOR BLUEBERRIES";2;16,2857142857143;"";""
"2760";NA;"DETOURNZ";2;59,1428571428572;"";""
"2761";NA;"DUNGARVAN LANGUAGE PEOPLE";2;7,14285714285714;"";""
"2762";NA;"ECML/CELV";2;24,1428571428571;"";""
"2763";NA;"ECOLE FRANCAISE DE VILNIUS";2;19,2857142857142;"";""
"2764";NA;"ECOLE PRIMAIRE FONT CLAIRE";2;8,14285714285714;"";""
"2765";NA;"EL TRANSLATIONS";2;11,8571428571429;"";""
"2766";NA;"ENSEIGNEMENT DE LA FEDERATION WALLONIE BRUXELLES";2;0,571428571428572;"";""
"2767";NA;"EOI TORREVIEJA";2;24,7142857142857;"";""
"2768";NA;"ETABLISSEMENT SCOLAIRE LIBERTE";2;12,4285714285714;"";""
"2769";NA;"FACCI";2;21,5714285714286;"";""
"2770";NA;"FESTIVAL DE CINEMA DE LA VILLE DE QUEBEC";2;41,2857142857143;"";""
"2771";NA;"FONDATION";2;13,4285714285714;"";""
"2772";NA;"FONDATION ALLIANCE FRANCAISE";2;35,1428571428572;"";""
"2773";NA;"GECOSUR";2;9;"";""
"2774";NA;"GILI ECO TRUST";2;35,5714285714286;"";""
"2775";NA;"GREEN LANDS TOURS";2;9,14285714285714;"";""
"2776";NA;"GRENELLE EXPERTS SL";2;50;"";""
"2777";NA;"GROUPE ANTIRACISTE D’ACCOMPAGNEMENT ET DE DEFENSE DES ETRANGERS ET MIGRANTS";2;31,2857142857143;"";""
"2778";NA;"HAPPYCASA ROOMS & FLATS S.L";2;39,5714285714286;"";""
"2779";NA;"HOTEL";2;9,42857142857143;"";""
"2780";NA;"HOTEL ULTONIA";2;9,14285714285714;"";""
"2781";NA;"HOTELS ULTONIA";2;7,57142857142857;"";""
"2782";NA;"HYATT REGENCY - THE CHURCHILL LONDON";2;26,4285714285715;"";""
"2783";NA;"IES CONSULTING EXPAT INTERN SL";2;46,8571428571429;"";""
"2784";NA;"INDP INDIA";2;9,14285714285714;"";""
"2785";NA;"INSTITUT BRUXELLOIS POUR LA GESTION DE L'ENVIRONNEMENT";2;40,1428571428572;"";""
"2786";NA;"INSTITUT FRANCAIS D'ESPAGNE - ANTENNE BARCELONE";2;30;"";""
"2787";NA;"INSTITUT FRANCAIS D'UKRAINE";2;32,2857142857143;"";""
"2788";NA;"INSTITUT FRANCAIS DE BARCELONE";2;12,8571428571429;"";""
"2789";NA;"INSTITUT FRANCAIS DE DAKAR";2;11,1428571428571;"";""
"2790";NA;"INSTITUT FRANCAIS DE GRECE";2;16;"";""
"2791";NA;"INSTITUT FRANCAIS DE SLOVAQUIE";2;20,8571428571429;"";""
"2792";NA;"INTERNATIONAL TRANSLATION AGENCY MALTA";2;43,1428571428572;"";""
"2793";NA;"INTERTRANSLATIONS";2;29,5714285714286;"";""
"2794";NA;"INVINCIBLE GROUP";2;13,1428571428571;"";""
"2795";NA;"KERN AG, SPRACHENDIENSTE";2;25,1428571428571;"";""
"2796";NA;"KUGALI LIMITED";2;19,7142857142857;"";""
"2797";NA;"L'ECONOMISTE";2;6,42857142857143;"";""
"2798";NA;"L’INSTITUT CONFUCIUS DE MONTPELLIER";2;26,2857142857142;"";""
"2799";NA;"LA FACULTE DES LANGUES ETRANGERES DE L'UNIVERSITE NORMALE DU GUIZHOU";2;11,4285714285714;"";""
"2800";NA;"LANGUAGE LINE UK";2;24,5714285714286;"";""
"2801";NA;"LAZY PIRATE EVENTS";2;9,71428571428572;"";""
"2802";NA;"LE COURTIL IMP NOTRE DAME DE LA SAGESSE";2;11;"";""
"2803";NA;"LES AMIS DU LIBAN A MONACO";2;13,1428571428571;"";""
"2804";NA;"LOOKS FILM & TV PRODUKTIONEN GMBH";2;41,5714285714286;"";""
"2805";NA;"LUGANO GLOBAL GROUP";2;26,2857142857142;"";""
"2806";NA;"LYCEE CHATEAUBRIAND DE ROME";2;24,5714285714286;"";""
"2807";NA;"LYCEE JEAN GIONO";2;4,57142857142857;"";""
"2808";NA;"LYDEC";2;11,4285714285714;"";""
"2809";NA;"MAC VENEER";2;18,2857142857143;"";""
"2810";NA;"MANGO";2;3,42857142857142;"";""
"2811";NA;"MARIE LAURE ROCHE";2;18,5714285714286;"";""
"2812";NA;"MARINE CONSERVATION CAMBODIA";2;35,1428571428572;"";""
"2813";NA;"MARSA MAROC";2;13,7142857142857;"";""
"2814";NA;"MATERIA GROUP";2;6,71428571428572;"";""
"2815";NA;"MILEGA TRANSLATION AGENCY";2;43,4285714285714;"";""
"2816";NA;"MOGI GROUP";2;25,8571428571428;"";""
"2817";NA;"MOVING PEOPLE SPRL";2;51,7142857142857;"";""
"2818";NA;"MURRAY & SULLIVAN INVESTMENTS";2;9,14285714285715;"";""
"2819";NA;"MURRAY AND SULLIVAN INVESTMENTS";2;10,1428571428571;"";""
"2820";NA;"OFICINA MUNICIPAL DE INFORMACION Y TURISMO";2;14,8571428571429;"";""
"2821";NA;"ORGANISATION NON GOUVERNEMENTALE";2;47,7142857142858;"";""
"2822";NA;"OXFAM TULLAMORE";2;8,28571428571428;"";""
"2823";NA;"PARTIDA ADUANAS";2;10,8571428571429;"";""
"2824";NA;"PARTIDA LOGISTICS";2;10,8571428571429;"";""
"2825";NA;"POPEYE VILLAGE MALTA";2;9,14285714285714;"";""
"2826";NA;"PREMIUM LINGUISTIC SERVICE";2;14,1428571428571;"";""
"2827";NA;"RHYME & REASON";2;23,8571428571429;"";""
"2828";NA;"RIALTO THEATRE";2;9;"";""
"2829";NA;"S.A , ACCOR HOTELS ( NOVOTEL )";2;26,1428571428571;"";""
"2830";NA;"SCHROEDER & ASSOCIES";2;16,5714285714286;"";""
"2831";NA;"SELESIS STUDIO";2;33,2857142857143;"";""
"2832";NA;"SERVICE VOLONTAIRE INTERNATIONAL";2;12,7142857142857;"";""
"2833";NA;"SOLAR SOLIDARITY INTERNATIONAL";2;41,2857142857143;"";""
"2834";NA;"SORA COSMETICS";2;10,5714285714286;"";""
"2835";NA;"ST GILES' CATHEDRAL";2;26,1428571428572;"";""
"2836";NA;"STUDIO-SOLUTIONS.COM LTD";2;12,8571428571429;"";""
"2837";NA;"SWISSEDEN SA";2;42;"";""
"2838";NA;"TARANNA FILMS";2;12;"";""
"2839";NA;"TARANNA FILMS SL";2;26,1428571428572;"";""
"2840";NA;"TAYLOR'S";2;11,7142857142857;"";""
"2841";NA;"TESKA AND ASSOCIATES INC";2;11,4285714285714;"";""
"2842";NA;"THEATRE INDIANOSTRUM";2;36,1428571428572;"";""
"2843";NA;"TRADEBI - EB TRADUCCIONES ITZULPENAK S.L.U";2;9,42857142857143;"";""
"2844";NA;"TRADUCCIONES CASTILLA";2;13,5714285714286;"";""
"2845";NA;"TRADUCCIONES TRADEL BARCELONA";2;10,5714285714286;"";""
"2846";NA;"TRANSLATEMEDIA";2;33,1428571428572;"";""
"2847";NA;"TROPICS GLOBAL COLLEGE";2;12;"";""
"2848";NA;"UNESCO";2;49;"";""
"2849";NA;"UNIVERSIDAD DE ALICANTE";2;16,7142857142857;"";""
"2850";NA;"UNIVERSIDADE DE COIMBRA";2;11,7142857142857;"";""
"2851";NA;"UNIVERSITE DE LANGUES ET D'ETUDES INTERNATIONALES, UNIVERSITE NATIONALE DU VIETNAM A HANOI (ULIS)";2;13;"";""
"2852";NA;"UNIVERSITE DE MONTREAL";2;29;"";""
"2853";NA;"UNIVERSITY OF PORTSMOUTH";2;10,4285714285714;"";""
"2854";NA;"WEDSTYLE";2;11,8571428571429;"";""
"2855";NA;"WHITEHAIR.CO";2;17;"";""
"2856";NA;"WIMBLETECH COMMUNITY INTEREST COMPANY";2;34;"";""
"2857";NA;"YUNNAN OVERSEAS TRAVEL CORPORATION";2;52,5714285714286;"";""
"2858";NA;"ZENDESK INC.";2;36,1428571428572;"";""
"2859";NA;"ZISI ELENI & ZISIS ZISIS G.P";2;37,5714285714286;"";""
"2860";48153951;"SYMODD";1;13,1428571428571;"";""
"2861";776196545;"LES CINE RENCONTRES";1;3,71428571428571;"";""
"2862";998658629;"ANTHI ET ELLI KOKONI O.E";1;2;"";""
"2863";13916141008;"TI TRADUCO ROMA S.R.L.";1;8,85714285714286;"";""
"2864";72687600006;"ELKA PUB";1;4;"";""
"2865";124202300016;"SOS MANGROVE NC";1;21,5714285714286;"";""
"2866";308940600015;"INSTITUT FRANCAIS D'ALLEMAGNE - ANTENNE DE COLOGNE";1;25,5714285714286;"";""
"2867";2404423200015;"ETUDE TECHNIQUE GENERALE (E.T.G.)";1;12,8571428571429;"";""
"2868";2404729200032;"SARL ESPACES";1;17,2857142857143;"";""
"2869";3638756569863;"THE FRENCH SPEAKING ASSOCIATION OF THE NORTH SHORE";1;19,1428571428571;"";""
"2870";3859440400014;"AUMONERIE UNIVERSITAIRE CATH.";1;4,28571428571429;"";""
"2871";5480557700027;"CLINIQUE ST ROCH MONFLEURI - HOPITAL DE JOUR VILLA L'OLIVIER";1;29,1428571428571;"";""
"2872";5650295800103;"SKIS ROSSIGNOL SAS";1;4,57142857142857;"";""
"2873";5750274200497;"LE DAUPHINE LIBERE";1;4,57142857142857;"";""
"2874";5750274200711;"LE DAUPHINE LIBERE";1;3,85714285714286;"";""
"2875";5881167000015;"ERILIA";1;6;"";""
"2876";6880305500356;"DAHER";1;28,5714285714286;"";""
"2877";7380644000506;"ONYX MEDITERRANEE";1;25,4285714285714;"";""
"2878";7390014400012;"GIE UNICIL";1;25,5714285714286;"";""
"2879";9938010700013;"SARL COMPAGNIE DES ILES";1;17,1428571428571;"";""
"2880";9938291300012;"SODIFRAM";1;5,57142857142857;"";""
"2881";10070000401365;"ADMINISTRATION PENITENTIAIRE";1;30,1428571428571;"";""
"2882";10090000000041;"DRAC LR";1;8,14285714285714;"";""
"2883";10090000001627;"DIRECTION REGIONALE DES AFFAIRES CULTURELLES";1;7,14285714285714;"";""
"2884";10800401100178;"MINISTERE DE LA DEFENSE/DIRECTION GENERALE DE L’ARMEMENT/DI";1;25,8571428571429;"";""
"2885";11000002300017;"SENAT";1;9;"";""
"2886";11001001400014;"MINISTERE DE LA JUSTICE";1;8,57142857142857;"";""
"2887";11001901500012;"MINISTERE DES OUTRE MER";1;0,571428571428571;"";""
"2888";11004001100055;"ASSOCIATION L'ANACROUSE";1;0,571428571428571;"";""
"2889";11004301500012;"EDUCATION NATIONALE";1;35,5714285714286;"";""
"2890";11006801200050;"MINISTERE DE L'ECOLOGIE DU DEVELOPPEMENT DURABLE ET DE L'ENERGIE";1;17,2857142857143;"";""
"2891";11009001600046;"1ER REGIMENT DU TRAIN PARACHUTISTE";1;9,28571428571429;"";""
"2892";11010201348873;"BEIJING CENTURY PENG HUI VOYAGE INTERNATIONAL SERVICE CO., LTD.";1;15,1428571428571;"";""
"2893";11511820000019;"SEXOTHERAPEUTE NC";1;4,14285714285714;"";""
"2894";12000014600015;"DELEGATION GENERALE A LA LANGUE FRANCAISE ET AUX LANGUES DE FRANCE";1;12,2857142857143;"";""
"2895";12001516900010;"DIRECTION CENTRALE DE LA SECURITE PUBLIQUE";1;3,57142857142857;"";""
"2896";12002301500049;"MUSEE NATIONAL DES DOUANES";1;16,5714285714286;"";""
"2897";12004312000027;"INSPECTION GENERALE DE L'EDUCATION NATIONALE";1;0,571428571428571;"";""
"2898";12006602200027;"AUTORITE DE LA QUALITE DE SERVICE DANS LES TRANSPORT";1;26,2857142857143;"";""
"2899";12006805100040;"SCHAPI";1;26,5714285714286;"";""
"2900";12255600400010;"CAT DE L'APEI";1;2,57142857142857;"";""
"2901";12340530000013;"DIRECTION DE LA SECURITE CIVILE ET DE LA GESTION DES RISQUES  DE LA NOUVELLE-CALEDONIE";1;23,2857142857143;"";""
"2902";12345678912390;"JOSEFINUM";1;3,57142857142857;"";""
"2903";12420230000016;"SOS MANGROVES NC";1;8,71428571428571;"";""
"2904";13000002900012;"GIP MAISON DE L'EMPLOI MEUSIENNE";1;12,5714285714286;"";""
"2905";13000013600015;"SIEGE";1;21,5714285714286;"";""
"2906";13000038300013;"INSHEA";1;13,8571428571429;"";""
"2907";13000176100365;"DIRMED";1;12,8571428571429;"";""
"2908";13000270200186;"INAO LATTES";1;6,57142857142857;"";""
"2909";13000285000019;"AGROPARISTECH";1;26;"";""
"2910";13000285000068;"LEF UMR INRA-AGROPARISTECH NANCY";1;26,1428571428571;"";""
"2911";13000375900011;"UNIVERSITE DE NIMES";1;12;"";""
"2912";13000427800011;"ISAE-SUPAERO";1;21,7142857142857;"";""
"2913";13000548109581;"POLE EMPLOI CORSE";1;6,57142857142857;"";""
"2914";13000548120133;"POLE EMPLOI";1;0,428571428571429;"";""
"2915";13000655400013;"FARE TAMA HAU";1;7,14285714285714;"";""
"2916";13000659600014;"DREAL-CORSE";1;25,5714285714286;"";""
"2917";13000723000589;"CENTRE DES FINANCES PUBLIQUES";1;5,42857142857143;"";""
"2918";13000723000647;"CENTRE DES IMPOTS";1;6,57142857142857;"";""
"2919";13000743800018;"DIRECTION INTER-REGIONALE DE LA PROTECTION JUDICIAIRE DE LA JEUNESSE GRAND-OUEST";1;35,5714285714286;"";""
"2920";13000788300015;"AGENCE REGIONALE DE SANTE DE MARTINIQUE";1;25,5714285714286;"";""
"2921";13000795800031;"AGENCE REGIONALE DE SANTE";1;24,5714285714286;"";""
"2922";13000817000016;"DDTM DE LA MANCHE";1;12,8571428571429;"";""
"2923";13000856800052;"DDTM 34";1;6,57142857142857;"";""
"2924";13000893100011;"DIRECTION DEPARTEMENTALE DES TERRITOIRES";1;8,14285714285714;"";""
"2925";13000902000012;"DDTM DU CALVADOS";1;26,1428571428571;"";""
"2926";13000929300023;"DIRECTION DEP COHESION SOCIALE";1;7,57142857142857;"";""
"2927";13000930100016;"DREAL CENTRE-VAL-DE-LOIRE";1;20,2857142857143;"";""
"2928";13000933500022;"DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS";1;1;"";""
"2929";13000948300012;"DIRECTION DEPARTEMENTALE DES TERRITOIRES DE LA VIENNE";1;24,1428571428571;"";""
"2930";13001013500015;"DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER";1;0,571428571428571;"";""
"2931";13001044000290;"INST FRANCAIS CHEVAL EQUITATION";1;23,7142857142857;"";""
"2932";13001052300012;"DIRECTION DEPARTEMENTALE DES TERRITOIRES DU LOT ET GARONNE";1;14,5714285714286;"";""
"2933";13001057200019;"DIRECTION DEPARTEMENTALE DES TERRITOIRES";1;7,57142857142857;"";""
"2934";13001061400076;"DIRECCTE";1;5,57142857142857;"";""
"2935";13001067100019;"DIRECTION DEPARTMENTALE DES TERRITOIRES ET DE LA MER";1;8,57142857142857;"";""
"2936";13001091100019;"DIRECTION DEPARTEMENTALE TERRITOIRES ET MER DE HAUTE-CORSE";1;14,5714285714286;"";""
"2937";13001113300019;"HADOPI";1;19,1428571428571;"";""
"2938";13001184400011;"AGENCE DU SERVICE CIVIQUE";1;26,1428571428571;"";""
"2939";13001188500055;"GCSMS GESTES";1;2,57142857142857;"";""
"2940";13001202400183;"AGENCE NATIONALE DE SECURITE SANITAIRE DE L ALIMENTATION DE L ENVIRONNEMENT ET DU TRAVAIL";1;23,5714285714286;"";""
"2941";13001217200016;"MUSEE NATIONAL PICASSO - PARIS";1;15,5714285714286;"";""
"2942";13001235400010;"DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'EQUIPEMENT ET DE L'AMENAGEMENT - REGION ILE DE FRANCE";1;13,1428571428571;"";""
"2943";13001342800086;"IFSTTAR";1;8,42857142857143;"";""
"2944";13001354300017;"CHAMBRE D AGRICULTURE DE REGION NORD PAS DE CALAIS";1;24,5714285714286;"";""
"2945";13001374100017;"GROUPEMENT DE SOUTIEN DE LA BASE DE DEFENSE DE NIMES ORANGE LAUDUN";1;6,42857142857143;"";""
"2946";13001391500017;"DEAL GUADELOUPE";1;26,2857142857143;"";""
"2947";13001397200026;"CAMPUS SPORT BRETAGNE";1;0,571428571428571;"";""
"2948";13001423600017;"DIRECTION DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT MARTINIQUE";1;19,5714285714286;"";""
"2949";13001436800018;"DIRECTION DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT";1;23,5714285714286;"";""
"2950";13001501900016;"LE DEFENSEUR DES DROITS";1;25,4285714285714;"";""
"2951";13001534000016;"CIRFA";1;25,2857142857143;"";""
